host,ip,port,protocol,title,domain,country,city,link,org
222.67.96.109:4022,222.67.96.109,4022,http,,,CN,Shanghai,http://222.67.96.109:4022,China Telecom Group
58.38.100.145:3001,58.38.100.145,3001,http,,,CN,Shanghai,http://58.38.100.145:3001,China Telecom Group
58.38.100.145:3001,58.38.100.145,3001,http,,,CN,Shanghai,http://58.38.100.145:3001,China Telecom Group
180.158.106.206:8899,180.158.106.206,8899,http,,,CN,Shanghai,http://180.158.106.206:8899,China Telecom Group
180.158.106.206:8899,180.158.106.206,8899,http,,,CN,Shanghai,http://180.158.106.206:8899,China Telecom Group
101.81.76.173:4022,101.81.76.173,4022,http,,,CN,Shanghai,http://101.81.76.173:4022,China Telecom Group
101.81.76.173:4022,101.81.76.173,4022,http,,,CN,Shanghai,http://101.81.76.173:4022,China Telecom Group
101.224.202.148:4022,101.224.202.148,4022,http,,,CN,Shanghai,http://101.224.202.148:4022,China Telecom Group
101.224.202.148:4022,101.224.202.148,4022,http,,,CN,Shanghai,http://101.224.202.148:4022,China Telecom Group
218.80.115.127:8880,218.80.115.127,8880,http,,,CN,Shanghai,http://218.80.115.127:8880,China Telecom Group
218.80.115.127:8880,218.80.115.127,8880,http,,,CN,Shanghai,http://218.80.115.127:8880,China Telecom Group
58.32.26.29:8888,58.32.26.29,8888,http,,,CN,Shanghai,http://58.32.26.29:8888,China Telecom Group
58.32.26.29:8888,58.32.26.29,8888,http,,,CN,Shanghai,http://58.32.26.29:8888,China Telecom Group
101.81.78.153:8888,101.81.78.153,8888,http,,,CN,Shanghai,http://101.81.78.153:8888,China Telecom Group
101.81.78.153:8888,101.81.78.153,8888,http,,,CN,Shanghai,http://101.81.78.153:8888,China Telecom Group
180.154.98.56:4022,180.154.98.56,4022,http,,,CN,Shanghai,http://180.154.98.56:4022,China Telecom Group
180.154.98.56:4022,180.154.98.56,4022,http,,,CN,Shanghai,http://180.154.98.56:4022,China Telecom Group
180.154.57.91:8888,180.154.57.91,8888,http,,,CN,Shanghai,http://180.154.57.91:8888,China Telecom Group
180.158.56.103:4022,180.158.56.103,4022,http,,,CN,Shanghai,http://180.158.56.103:4022,China Telecom Group
180.158.56.103:4022,180.158.56.103,4022,http,,,CN,Shanghai,http://180.158.56.103:4022,China Telecom Group
58.37.133.132:8888,58.37.133.132,8888,http,,,CN,Shanghai,http://58.37.133.132:8888,China Telecom Group
01jcc2h6o8413t3vsp6c8814b2osj9rvesppso1jejodd13qitbfu2oj.sjxydc.com:8888,218.78.182.42,8888,http,,sjxydc.com,CN,Shanghai,http://01jcc2h6o8413t3vsp6c8814b2osj9rvesppso1jejodd13qitbfu2oj.sjxydc.com:8888,China Telecom Group
139.196.53.239:4022,139.196.53.239,4022,http,,,CN,Shanghai,http://139.196.53.239:4022,"Hangzhou Alibaba Advertising Co.,Ltd."
116.227.9.121:9997,116.227.9.121,9997,http,,,CN,Shanghai,http://116.227.9.121:9997,China Telecom Group
116.227.9.121:9997,116.227.9.121,9997,http,,,CN,Shanghai,http://116.227.9.121:9997,China Telecom Group
58.32.33.19:34567,58.32.33.19,34567,http,,,CN,Shanghai,http://58.32.33.19:34567,China Telecom Group
218.1.171.127:4022,218.1.171.127,4022,http,,,CN,Shanghai,http://218.1.171.127:4022,China Telecom Group
218.1.171.127:4022,218.1.171.127,4022,http,,,CN,Shanghai,http://218.1.171.127:4022,China Telecom Group
58.32.33.251:4022,58.32.33.251,4022,http,,,CN,Shanghai,http://58.32.33.251:4022,China Telecom Group
58.32.33.251:4022,58.32.33.251,4022,http,,,CN,Shanghai,http://58.32.33.251:4022,China Telecom Group
222.68.67.165:5678,222.68.67.165,5678,http,,,CN,Shanghai,http://222.68.67.165:5678,China Telecom Group
222.68.67.165:5678,222.68.67.165,5678,http,,,CN,Shanghai,http://222.68.67.165:5678,China Telecom Group
116.226.14.42:10000,116.226.14.42,10000,http,,,CN,Shanghai,http://116.226.14.42:10000,China Telecom Group
222.67.195.16:9898,222.67.195.16,9898,http,,,CN,Shanghai,http://222.67.195.16:9898,China Telecom Group
222.67.195.16:9898,222.67.195.16,9898,http,,,CN,Shanghai,http://222.67.195.16:9898,China Telecom Group
58.39.98.95:58888,58.39.98.95,58888,http,,,CN,Shanghai,http://58.39.98.95:58888,China Telecom Group
58.39.98.95:58888,58.39.98.95,58888,http,,,CN,Shanghai,http://58.39.98.95:58888,China Telecom Group
222.65.59.65:4022,222.65.59.65,4022,http,,,CN,Shanghai,http://222.65.59.65:4022,China Telecom Group
222.65.59.65:4022,222.65.59.65,4022,http,,,CN,Shanghai,http://222.65.59.65:4022,China Telecom Group
222.64.201.174:4000,222.64.201.174,4000,http,,,CN,Shanghai,http://222.64.201.174:4000,China Telecom Group
222.67.66.128:5555,222.67.66.128,5555,http,,,CN,Shanghai,http://222.67.66.128:5555,China Telecom Group
58.41.25.182:8880,58.41.25.182,8880,http,,,CN,Shanghai,http://58.41.25.182:8880,China Telecom Group
58.41.25.182:8880,58.41.25.182,8880,http,,,CN,Shanghai,http://58.41.25.182:8880,China Telecom Group
116.231.244.25:8888,116.231.244.25,8888,http,,,CN,Shanghai,http://116.231.244.25:8888,China Telecom Group
58.32.35.112:4022,58.32.35.112,4022,http,,,CN,Shanghai,http://58.32.35.112:4022,China Telecom Group
58.32.35.112:4022,58.32.35.112,4022,http,,,CN,Shanghai,http://58.32.35.112:4022,China Telecom Group
58.37.133.132:8888,58.37.133.132,8888,http,,,CN,Shanghai,http://58.37.133.132:8888,China Telecom Group
139.227.17.154:4022,139.227.17.154,4022,http,,,CN,Shanghai,http://139.227.17.154:4022,China Unicom Shanghai network
58.37.210.191:8888,58.37.210.191,8888,http,,,CN,Shanghai,http://58.37.210.191:8888,China Telecom Group
58.32.43.58:4001,58.32.43.58,4001,http,,,CN,Shanghai,http://58.32.43.58:4001,China Telecom Group
58.32.43.58:4001,58.32.43.58,4001,http,,,CN,Shanghai,http://58.32.43.58:4001,China Telecom Group
116.234.221.157:4022,116.234.221.157,4022,http,,,CN,Shanghai,http://116.234.221.157:4022,China Telecom Group
116.226.25.60:4022,116.226.25.60,4022,http,,,CN,Shanghai,http://116.226.25.60:4022,China Telecom Group
116.226.25.60:4022,116.226.25.60,4022,http,,,CN,Shanghai,http://116.226.25.60:4022,China Telecom Group
218.80.126.158:8880,218.80.126.158,8880,http,,,CN,Shanghai,http://218.80.126.158:8880,China Telecom Group
58.32.24.157:8888,58.32.24.157,8888,http,,,CN,Shanghai,http://58.32.24.157:8888,China Telecom Group
58.37.210.191:8888,58.37.210.191,8888,http,,,CN,Shanghai,http://58.37.210.191:8888,China Telecom Group
101.81.117.215:8888,101.81.117.215,8888,http,,,CN,Shanghai,http://101.81.117.215:8888,China Telecom Group
222.64.201.174:4000,222.64.201.174,4000,http,,,CN,Shanghai,http://222.64.201.174:4000,China Telecom Group
222.67.96.109:4022,222.67.96.109,4022,http,,,CN,Shanghai,http://222.67.96.109:4022,China Telecom Group
116.226.24.123:8881,116.226.24.123,8881,http,,,CN,Shanghai,http://116.226.24.123:8881,China Telecom Group
101.229.186.82:4022,101.229.186.82,4022,http,,,CN,Shanghai,http://101.229.186.82:4022,China Telecom Group
101.229.186.82:4022,101.229.186.82,4022,http,,,CN,Shanghai,http://101.229.186.82:4022,China Telecom Group
58.32.34.191:85,58.32.34.191,85,http,,,CN,Shanghai,http://58.32.34.191:85,China Telecom Group
116.235.91.0:4022,116.235.91.0,4022,http,,,CN,Shanghai,http://116.235.91.0:4022,China Telecom Group
223.167.77.145:4022,223.167.77.145,4022,http,,,CN,Shanghai,http://223.167.77.145:4022,China Unicom Shanghai network
223.167.77.145:4022,223.167.77.145,4022,http,,,CN,Shanghai,http://223.167.77.145:4022,China Unicom Shanghai network
223.166.34.250:82,223.166.34.250,82,http,SYB &#8211; 又一个WordPress站点,,CN,Shanghai,http://223.166.34.250:82,China Unicom Shanghai network
218.1.170.156:7878,218.1.170.156,7878,http,,,CN,Shanghai,http://218.1.170.156:7878,China Telecom Group
58.41.138.61:18888,58.41.138.61,18888,http,,,CN,Shanghai,http://58.41.138.61:18888,China Telecom Group
58.41.138.61:18888,58.41.138.61,18888,http,,,CN,Shanghai,http://58.41.138.61:18888,China Telecom Group
116.235.91.0:4022,116.235.91.0,4022,http,,,CN,Shanghai,http://116.235.91.0:4022,China Telecom Group
116.226.28.205:4022,116.226.28.205,4022,http,,,CN,Shanghai,http://116.226.28.205:4022,China Telecom Group
116.226.28.205:4022,116.226.28.205,4022,http,,,CN,Shanghai,http://116.226.28.205:4022,China Telecom Group
222.64.122.73:4022,222.64.122.73,4022,http,,,CN,Shanghai,http://222.64.122.73:4022,China Telecom Group
222.64.122.73:4022,222.64.122.73,4022,http,,,CN,Shanghai,http://222.64.122.73:4022,China Telecom Group
116.231.247.47:4022,116.231.247.47,4022,http,,,CN,Shanghai,http://116.231.247.47:4022,China Telecom Group
116.231.247.47:4022,116.231.247.47,4022,http,,,CN,Shanghai,http://116.231.247.47:4022,China Telecom Group
116.226.24.123:8881,116.226.24.123,8881,http,,,CN,Shanghai,http://116.226.24.123:8881,China Telecom Group
223.167.143.90:4022,223.167.143.90,4022,http,,,CN,Shanghai,http://223.167.143.90:4022,China Unicom Shanghai network
223.167.143.90:4022,223.167.143.90,4022,http,,,CN,Shanghai,http://223.167.143.90:4022,China Unicom Shanghai network
222.67.176.54:34567,222.67.176.54,34567,http,,,CN,Shanghai,http://222.67.176.54:34567,China Telecom Group
116.226.38.242:4022,116.226.38.242,4022,http,,,CN,Shanghai,http://116.226.38.242:4022,China Telecom Group
116.226.14.42:10000,116.226.14.42,10000,http,,,CN,Shanghai,http://116.226.14.42:10000,China Telecom Group
116.226.15.172:9999,116.226.15.172,9999,http,,,CN,Shanghai,http://116.226.15.172:9999,China Telecom Group
61.165.157.9:4022,61.165.157.9,4022,http,,,CN,Shanghai,http://61.165.157.9:4022,China Telecom Group
223.166.139.104:6000,223.166.139.104,6000,http,,,CN,Shanghai,http://223.166.139.104:6000,China Unicom Shanghai network
223.166.139.104:6000,223.166.139.104,6000,http,,,CN,Shanghai,http://223.166.139.104:6000,China Unicom Shanghai network
180.165.221.102:3000,180.165.221.102,3000,http,Homepage,,CN,Shanghai,http://180.165.221.102:3000,China Telecom Group
58.32.43.55:4022,58.32.43.55,4022,http,,,CN,Shanghai,http://58.32.43.55:4022,China Telecom Group
180.158.210.11:4022,180.158.210.11,4022,http,,,CN,Shanghai,http://180.158.210.11:4022,China Telecom Group
180.158.210.11:4022,180.158.210.11,4022,http,,,CN,Shanghai,http://180.158.210.11:4022,China Telecom Group
58.37.154.248:4022,58.37.154.248,4022,http,,,CN,Shanghai,http://58.37.154.248:4022,China Telecom Group
58.37.154.248:4022,58.37.154.248,4022,http,,,CN,Shanghai,http://58.37.154.248:4022,China Telecom Group
223.166.31.226:4000,223.166.31.226,4000,http,,,CN,Shanghai,http://223.166.31.226:4000,China Unicom Shanghai network
222.70.23.103:6666,222.70.23.103,6666,http,,,CN,Shanghai,http://222.70.23.103:6666,China Telecom Group
222.67.150.115:22222,222.67.150.115,22222,http,,,CN,Shanghai,http://222.67.150.115:22222,China Telecom Group
222.67.150.115:22222,222.67.150.115,22222,http,,,CN,Shanghai,http://222.67.150.115:22222,China Telecom Group
116.226.12.212:8888,116.226.12.212,8888,http,,,CN,Shanghai,http://116.226.12.212:8888,China Telecom Group
116.227.118.157:4022,116.227.118.157,4022,http,,,CN,Shanghai,http://116.227.118.157:4022,China Telecom Group
116.227.118.157:4022,116.227.118.157,4022,http,,,CN,Shanghai,http://116.227.118.157:4022,China Telecom Group
116.227.41.142:8888,116.227.41.142,8888,http,,,CN,Shanghai,http://116.227.41.142:8888,China Telecom Group
58.32.40.81:8880,58.32.40.81,8880,http,,,CN,Shanghai,http://58.32.40.81:8880,China Telecom Group
58.32.40.81:8880,58.32.40.81,8880,http,,,CN,Shanghai,http://58.32.40.81:8880,China Telecom Group
223.167.143.170:4022,223.167.143.170,4022,http,,,CN,Shanghai,http://223.167.143.170:4022,China Unicom Shanghai network
223.167.143.170:4022,223.167.143.170,4022,http,,,CN,Shanghai,http://223.167.143.170:4022,China Unicom Shanghai network
101.81.117.215:8888,101.81.117.215,8888,http,,,CN,Shanghai,http://101.81.117.215:8888,China Telecom Group
58.32.43.246:4022,58.32.43.246,4022,http,,,CN,Shanghai,http://58.32.43.246:4022,China Telecom Group
58.32.43.246:4022,58.32.43.246,4022,http,,,CN,Shanghai,http://58.32.43.246:4022,China Telecom Group
61.173.147.160:8881,61.173.147.160,8881,http,,,CN,Shanghai,http://61.173.147.160:8881,China Telecom Group
61.173.147.160:8881,61.173.147.160,8881,http,,,CN,Shanghai,http://61.173.147.160:8881,China Telecom Group
218.78.180.226:9999,218.78.180.226,9999,http,,,CN,Shanghai,http://218.78.180.226:9999,China Telecom Group
58.32.34.191:85,58.32.34.191,85,http,,,CN,Shanghai,http://58.32.34.191:85,China Telecom Group
222.67.66.128:5555,222.67.66.128,5555,http,,,CN,Shanghai,http://222.67.66.128:5555,China Telecom Group
222.68.66.72:5678,222.68.66.72,5678,http,,,CN,Shanghai,http://222.68.66.72:5678,China Telecom Group
222.68.66.72:5678,222.68.66.72,5678,http,,,CN,Shanghai,http://222.68.66.72:5678,China Telecom Group
222.64.214.39:8899,222.64.214.39,8899,http,,,CN,Shanghai,http://222.64.214.39:8899,China Telecom Group
222.64.214.39:8899,222.64.214.39,8899,http,,,CN,Shanghai,http://222.64.214.39:8899,China Telecom Group
101.83.173.63:9999,101.83.173.63,9999,http,,,CN,Shanghai,http://101.83.173.63:9999,China Telecom Group
101.83.173.63:9999,101.83.173.63,9999,http,,,CN,Shanghai,http://101.83.173.63:9999,China Telecom Group
116.232.152.211:8899,116.232.152.211,8899,http,,,CN,Shanghai,http://116.232.152.211:8899,China Telecom Group
218.78.180.226:9999,218.78.180.226,9999,http,,,CN,Shanghai,http://218.78.180.226:9999,China Telecom Group
116.226.15.240:58888,116.226.15.240,58888,http,,,CN,Shanghai,http://116.226.15.240:58888,China Telecom Group
116.226.15.240:58888,116.226.15.240,58888,http,,,CN,Shanghai,http://116.226.15.240:58888,China Telecom Group
116.226.100.115:4022,116.226.100.115,4022,http,,,CN,Shanghai,http://116.226.100.115:4022,China Telecom Group
222.70.23.103:6666,222.70.23.103,6666,http,,,CN,Shanghai,http://222.70.23.103:6666,China Telecom Group
222.64.24.18:4000,222.64.24.18,4000,http,,,CN,Shanghai,http://222.64.24.18:4000,China Telecom Group
222.64.24.18:4000,222.64.24.18,4000,http,,,CN,Shanghai,http://222.64.24.18:4000,China Telecom Group
180.159.77.20:9988,180.159.77.20,9988,http,,,CN,Shanghai,http://180.159.77.20:9988,China Telecom Group
180.159.77.20:9988,180.159.77.20,9988,http,,,CN,Shanghai,http://180.159.77.20:9988,China Telecom Group
222.67.100.44:4022,222.67.100.44,4022,http,,,CN,Shanghai,http://222.67.100.44:4022,China Telecom Group
116.226.12.212:8888,116.226.12.212,8888,http,,,CN,Shanghai,http://116.226.12.212:8888,China Telecom Group
180.175.160.251:8888,180.175.160.251,8888,http,,,CN,Shanghai,http://180.175.160.251:8888,China Telecom Group
180.175.160.251:8888,180.175.160.251,8888,http,,,CN,Shanghai,http://180.175.160.251:8888,China Telecom Group
116.227.41.142:8888,116.227.41.142,8888,http,,,CN,Shanghai,http://116.227.41.142:8888,China Telecom Group
61.173.145.14:4022,61.173.145.14,4022,http,,,CN,Shanghai,http://61.173.145.14:4022,China Telecom Group
116.226.75.4:18888,116.226.75.4,18888,http,,,CN,Shanghai,http://116.226.75.4:18888,China Telecom Group
116.226.75.4:18888,116.226.75.4,18888,http,,,CN,Shanghai,http://116.226.75.4:18888,China Telecom Group
222.64.125.110:58888,222.64.125.110,58888,http,,,CN,Shanghai,http://222.64.125.110:58888,China Telecom Group
222.64.125.110:58888,222.64.125.110,58888,http,,,CN,Shanghai,http://222.64.125.110:58888,China Telecom Group
58.32.43.113:8880,58.32.43.113,8880,http,,,CN,Shanghai,http://58.32.43.113:8880,China Telecom Group
58.32.43.113:8880,58.32.43.113,8880,http,,,CN,Shanghai,http://58.32.43.113:8880,China Telecom Group
139.227.52.13:8000,139.227.52.13,8000,http,,,CN,Shanghai,http://139.227.52.13:8000,China Unicom Shanghai network
139.227.52.13:8000,139.227.52.13,8000,http,,,CN,Shanghai,http://139.227.52.13:8000,China Unicom Shanghai network
116.231.244.25:8888,116.231.244.25,8888,http,,,CN,Shanghai,http://116.231.244.25:8888,China Telecom Group
223.167.74.82:4022,223.167.74.82,4022,http,,,CN,Shanghai,http://223.167.74.82:4022,China Unicom Shanghai network
223.167.74.82:4022,223.167.74.82,4022,http,,,CN,Shanghai,http://223.167.74.82:4022,China Unicom Shanghai network
58.32.24.157:8888,58.32.24.157,8888,http,,,CN,Shanghai,http://58.32.24.157:8888,China Telecom Group
101.81.121.252:8888,101.81.121.252,8888,http,,,CN,Shanghai,http://101.81.121.252:8888,China Telecom Group
101.81.121.252:8888,101.81.121.252,8888,http,,,CN,Shanghai,http://101.81.121.252:8888,China Telecom Group
222.67.198.96:9898,222.67.198.96,9898,http,,,CN,Shanghai,http://222.67.198.96:9898,China Telecom Group
222.67.198.96:9898,222.67.198.96,9898,http,,,CN,Shanghai,http://222.67.198.96:9898,China Telecom Group
222.67.15.42:10010,222.67.15.42,10010,http,,,CN,Shanghai,http://222.67.15.42:10010,China Telecom Group
222.67.15.42:10010,222.67.15.42,10010,http,,,CN,Shanghai,http://222.67.15.42:10010,China Telecom Group
180.158.198.181:4022,180.158.198.181,4022,http,,,CN,Shanghai,http://180.158.198.181:4022,China Telecom Group
180.158.198.181:4022,180.158.198.181,4022,http,,,CN,Shanghai,http://180.158.198.181:4022,China Telecom Group
222.67.100.44:4022,222.67.100.44,4022,http,,,CN,Shanghai,http://222.67.100.44:4022,China Telecom Group
61.173.145.14:4022,61.173.145.14,4022,http,,,CN,Shanghai,http://61.173.145.14:4022,China Telecom Group
61.173.118.185:4022,61.173.118.185,4022,http,,,CN,Shanghai,http://61.173.118.185:4022,China Telecom Group
61.173.118.185:4022,61.173.118.185,4022,http,,,CN,Shanghai,http://61.173.118.185:4022,China Telecom Group
222.65.158.32:22222,222.65.158.32,22222,http,,,CN,Shanghai,http://222.65.158.32:22222,China Telecom Group
222.65.158.32:22222,222.65.158.32,22222,http,,,CN,Shanghai,http://222.65.158.32:22222,China Telecom Group
116.226.38.242:4022,116.226.38.242,4022,http,,,CN,Shanghai,http://116.226.38.242:4022,China Telecom Group
222.68.11.10:8686,222.68.11.10,8686,http,,,CN,Shanghai,http://222.68.11.10:8686,China Telecom Group
222.68.11.10:8686,222.68.11.10,8686,http,,,CN,Shanghai,http://222.68.11.10:8686,China Telecom Group
222.68.11.73:9898,222.68.11.73,9898,http,,,CN,Shanghai,http://222.68.11.73:9898,China Telecom Group
222.68.11.73:9898,222.68.11.73,9898,http,,,CN,Shanghai,http://222.68.11.73:9898,China Telecom Group
180.159.68.190:4022,180.159.68.190,4022,http,,,CN,Shanghai,http://180.159.68.190:4022,China Telecom Group
218.78.180.91:9999,218.78.180.91,9999,http,,,CN,Shanghai,http://218.78.180.91:9999,China Telecom Group
218.78.182.82:10000,218.78.182.82,10000,http,,,CN,Shanghai,http://218.78.182.82:10000,China Telecom Group
218.78.182.82:10000,218.78.182.82,10000,http,,,CN,Shanghai,http://218.78.182.82:10000,China Telecom Group
101.224.148.168:5022,101.224.148.168,5022,http,,,CN,Shanghai,http://101.224.148.168:5022,China Telecom Group
101.224.148.168:5022,101.224.148.168,5022,http,,,CN,Shanghai,http://101.224.148.168:5022,China Telecom Group
116.227.10.196:2048,116.227.10.196,2048,http,,,CN,Shanghai,http://116.227.10.196:2048,China Telecom Group
116.227.10.196:2048,116.227.10.196,2048,http,,,CN,Shanghai,http://116.227.10.196:2048,China Telecom Group
180.158.191.162:9999,180.158.191.162,9999,http,,,CN,Shanghai,http://180.158.191.162:9999,China Telecom Group
101.83.173.152:9999,101.83.173.152,9999,http,,,CN,Shanghai,http://101.83.173.152:9999,China Telecom Group
58.32.34.233:4022,58.32.34.233,4022,http,,,CN,Shanghai,http://58.32.34.233:4022,China Telecom Group
58.32.34.233:4022,58.32.34.233,4022,http,,,CN,Shanghai,http://58.32.34.233:4022,China Telecom Group
222.68.48.77:4022,222.68.48.77,4022,http,,,CN,Shanghai,http://222.68.48.77:4022,China Telecom Group
139.196.53.239:4022,139.196.53.239,4022,http,,,CN,Shanghai,http://139.196.53.239:4022,"Hangzhou Alibaba Advertising Co.,Ltd."
101.81.76.205:4022,101.81.76.205,4022,http,,,CN,Shanghai,http://101.81.76.205:4022,China Telecom Group
101.81.76.205:4022,101.81.76.205,4022,http,,,CN,Shanghai,http://101.81.76.205:4022,China Telecom Group
222.68.48.77:4022,222.68.48.77,4022,http,,,CN,Shanghai,http://222.68.48.77:4022,China Telecom Group
116.226.25.48:4022,116.226.25.48,4022,http,,,CN,Shanghai,http://116.226.25.48:4022,China Telecom Group
116.226.25.48:4022,116.226.25.48,4022,http,,,CN,Shanghai,http://116.226.25.48:4022,China Telecom Group
101.229.248.27:6066,101.229.248.27,6066,http,,,CN,Shanghai,http://101.229.248.27:6066,China Telecom Group
101.229.248.27:6066,101.229.248.27,6066,http,,,CN,Shanghai,http://101.229.248.27:6066,China Telecom Group
116.226.8.40:8085,116.226.8.40,8085,http,,,CN,Shanghai,http://116.226.8.40:8085,China Telecom Group
218.80.126.237:4022,218.80.126.237,4022,http,,,CN,Shanghai,http://218.80.126.237:4022,China Telecom Group
218.80.126.237:4022,218.80.126.237,4022,http,,,CN,Shanghai,http://218.80.126.237:4022,China Telecom Group
180.159.68.190:4022,180.159.68.190,4022,http,,,CN,Shanghai,http://180.159.68.190:4022,China Telecom Group
58.38.0.189:8888,58.38.0.189,8888,http,,,CN,Shanghai,http://58.38.0.189:8888,China Telecom Group
58.38.0.189:8888,58.38.0.189,8888,http,,,CN,Shanghai,http://58.38.0.189:8888,China Telecom Group
218.80.79.102:8880,218.80.79.102,8880,http,,,CN,Shanghai,http://218.80.79.102:8880,China Telecom Group
218.80.79.102:8880,218.80.79.102,8880,http,,,CN,Shanghai,http://218.80.79.102:8880,China Telecom Group
139.227.137.74:8000,139.227.137.74,8000,http,,,CN,Shanghai,http://139.227.137.74:8000,China Unicom Shanghai network
139.227.137.74:8000,139.227.137.74,8000,http,,,CN,Shanghai,http://139.227.137.74:8000,China Unicom Shanghai network
58.32.27.144:8888,58.32.27.144,8888,http,,,CN,Shanghai,http://58.32.27.144:8888,China Telecom Group
101.81.119.90:8888,101.81.119.90,8888,http,,,CN,Shanghai,http://101.81.119.90:8888,China Telecom Group
116.226.14.76:8888,116.226.14.76,8888,http,,,CN,Shanghai,http://116.226.14.76:8888,China Telecom Group
61.165.157.9:4022,61.165.157.9,4022,http,,,CN,Shanghai,http://61.165.157.9:4022,China Telecom Group
222.65.168.255:22222,222.65.168.255,22222,http,,,CN,Shanghai,http://222.65.168.255:22222,China Telecom Group
222.65.168.255:22222,222.65.168.255,22222,http,,,CN,Shanghai,http://222.65.168.255:22222,China Telecom Group
222.67.181.253:34567,222.67.181.253,34567,http,,,CN,Shanghai,http://222.67.181.253:34567,China Telecom Group
222.67.181.253:34567,222.67.181.253,34567,http,,,CN,Shanghai,http://222.67.181.253:34567,China Telecom Group
61.173.113.200:4022,61.173.113.200,4022,http,,,CN,Shanghai,http://61.173.113.200:4022,China Telecom Group
61.173.113.200:4022,61.173.113.200,4022,http,,,CN,Shanghai,http://61.173.113.200:4022,China Telecom Group
58.32.43.55:4022,58.32.43.55,4022,http,,,CN,Shanghai,http://58.32.43.55:4022,China Telecom Group
58.35.57.68:4022,58.35.57.68,4022,http,,,CN,Shanghai,http://58.35.57.68:4022,China Telecom Group
58.35.57.68:4022,58.35.57.68,4022,http,,,CN,Shanghai,http://58.35.57.68:4022,China Telecom Group
116.234.221.157:4022,116.234.221.157,4022,http,,,CN,Shanghai,http://116.234.221.157:4022,China Telecom Group
222.64.215.255:8899,222.64.215.255,8899,http,,,CN,Shanghai,http://222.64.215.255:8899,China Telecom Group
222.64.215.255:8899,222.64.215.255,8899,http,,,CN,Shanghai,http://222.64.215.255:8899,China Telecom Group
180.158.129.90:19999,180.158.129.90,19999,http,,,CN,Shanghai,http://180.158.129.90:19999,China Telecom Group
180.158.129.90:19999,180.158.129.90,19999,http,,,CN,Shanghai,http://180.158.129.90:19999,China Telecom Group
223.166.31.152:4000,223.166.31.152,4000,http,,,CN,Shanghai,http://223.166.31.152:4000,China Unicom Shanghai network
222.64.61.151:6666,222.64.61.151,6666,http,,,CN,Shanghai,http://222.64.61.151:6666,China Telecom Group
222.64.61.151:6666,222.64.61.151,6666,http,,,CN,Shanghai,http://222.64.61.151:6666,China Telecom Group
180.158.130.39:1024,180.158.130.39,1024,http,,,CN,Shanghai,http://180.158.130.39:1024,China Telecom Group
139.227.21.102:6000,139.227.21.102,6000,http,,,CN,Shanghai,http://139.227.21.102:6000,China Unicom Shanghai network
139.227.21.102:6000,139.227.21.102,6000,http,,,CN,Shanghai,http://139.227.21.102:6000,China Unicom Shanghai network
116.231.50.2:9988,116.231.50.2,9988,http,,,CN,Shanghai,http://116.231.50.2:9988,China Telecom Group
116.231.50.2:9988,116.231.50.2,9988,http,,,CN,Shanghai,http://116.231.50.2:9988,China Telecom Group
222.70.46.31:34567,222.70.46.31,34567,http,,,CN,Shanghai,http://222.70.46.31:34567,China Telecom Group
223.166.31.29:4000,223.166.31.29,4000,http,,,CN,Shanghai,http://223.166.31.29:4000,China Unicom Shanghai network
223.166.31.29:4000,223.166.31.29,4000,http,,,CN,Shanghai,http://223.166.31.29:4000,China Unicom Shanghai network
222.68.9.56:10000,222.68.9.56,10000,http,,,CN,Shanghai,http://222.68.9.56:10000,China Telecom Group
222.68.9.56:10000,222.68.9.56,10000,http,,,CN,Shanghai,http://222.68.9.56:10000,China Telecom Group
116.232.81.114:4022,116.232.81.114,4022,http,,,CN,Shanghai,http://116.232.81.114:4022,China Telecom Group
116.232.81.114:4022,116.232.81.114,4022,http,,,CN,Shanghai,http://116.232.81.114:4022,China Telecom Group
116.226.35.250:4022,116.226.35.250,4022,http,,,CN,Shanghai,http://116.226.35.250:4022,China Telecom Group
116.226.35.250:4022,116.226.35.250,4022,http,,,CN,Shanghai,http://116.226.35.250:4022,China Telecom Group
180.158.191.162:9999,180.158.191.162,9999,http,,,CN,Shanghai,http://180.158.191.162:9999,China Telecom Group
101.83.173.152:9999,101.83.173.152,9999,http,,,CN,Shanghai,http://101.83.173.152:9999,China Telecom Group
218.78.180.91:9999,218.78.180.91,9999,http,,,CN,Shanghai,http://218.78.180.91:9999,China Telecom Group
222.67.28.119:8686,222.67.28.119,8686,http,,,CN,Shanghai,http://222.67.28.119:8686,China Telecom Group
222.67.28.119:8686,222.67.28.119,8686,http,,,CN,Shanghai,http://222.67.28.119:8686,China Telecom Group
101.81.238.167:4022,101.81.238.167,4022,http,,,CN,Shanghai,http://101.81.238.167:4022,China Telecom Group
101.81.77.65:4000,101.81.77.65,4000,http,,,CN,Shanghai,http://101.81.77.65:4000,China Telecom Group
101.81.77.65:4000,101.81.77.65,4000,http,,,CN,Shanghai,http://101.81.77.65:4000,China Telecom Group
222.64.25.219:4022,222.64.25.219,4022,http,,,CN,Shanghai,http://222.64.25.219:4022,China Telecom Group
222.64.25.219:4022,222.64.25.219,4022,http,,,CN,Shanghai,http://222.64.25.219:4022,China Telecom Group
222.70.193.244:8085,222.70.193.244,8085,http,,,CN,Shanghai,http://222.70.193.244:8085,China Telecom Group
180.159.15.186:4022,180.159.15.186,4022,http,,,CN,Shanghai,http://180.159.15.186:4022,China Telecom Group
